"","ID","Name","Glottocode","Glottolog_Name","ISO639P3code","Macroarea","Latitude","Longitude","Family","SourceFile","Contributor","Base.Chan","Base.Enock","Comment.Chan","Comment.Enock"
"432","kwaa1262-1","Kwa (Baa), Adamawa, Nigeria","kwaa1262","Baa","kwb","Africa",9.42222,11.4439,"Atlantic-Congo","Kwa-Baa.htm","Miss Mirjam Möller Nwadigo, PhD student, LLACAN (le laboratoire Langage, Langues et Cultures d’Afrique Noire)(CNRS, INALCO), France, August 21, 2018.","vigesimal","","Kwa or Baa has a vigesimal system with special structures for 6, 7 and 9. Note that on the above table where there are question marks my consultants have come with different suggestions, i.e. on the numbers 200-1000. I hope to clarify this and will get back to you then. As mentioned earlier most speakers already switched to use Hausa numbers rather than Baa.",""
"433","kwaa1262-2","Kwa (Baa), Adamawa, Nigeria","kwaa1262","Baa","kwb","Africa",9.42222,11.4439,"Atlantic-Congo","Kwa-Baa.htm","Dr. Ulrich Kleinewillinghöfer, University of Bayreuth / Johannes Gutenberg University, Mainz , Germany, October 24, 2008.","vigesimal","","Kwa or Baa has a vigesimal system with special structures for 6, 7 and 9. There are still some gaps for compound numbers and 50, 70, 90 and 1000, 2000. The number 9 might be related to 10, or (10 - 1).",""
"434","kwaj1242-1","Kwaja, Cameroon","kwaj1242","Kwaja-Ndaktup","kdz","Africa",6.650434,11.06,"Atlantic-Congo","Kwaja-CM.htm","Mr. Greg McLean, Summer Institute of Linguistics, Cameroun, April 7, 2013.","decimal","","Kwaja has a decimal system different from other Mfumte languages.",""
"435","kwak1266-1","Kwakum, Cameroon","kwak1266","Kwakum","kwu","Africa",4.34393,13.6446,"Atlantic-Congo","Kwaku.htm","Ms. Ginger Boyd, Summer Institute of Linguistics, Cameroun, November 4, 2010.","decimal","","Kwakum has a decimal system. Hundred and thousand are loanwords from English.",""
"436","kwan1273-1","Kwangali, Namibia, Angola","kwan1273","Kwangali","kwn","Africa",-17.9026,19.256,"Atlantic-Congo","Kwangali.htm","Prof. Wilhelm Möhlig. Institut für Afrikanistik, University of Cologne, Cologne, Germany, August 20, 2009.","quinary","","Kwangali or RuKwangali has a quinary numeral system.",""
"437","kwan1276-1","Kwanja (Konja), Cameroon","kwan1276","Kwanja","knp","Africa",6.30293,11.6931,"Atlantic-Congo","Kwanja.htm","Mr. and Mrs. Martin & Joan Weber, Lutheran Bible Translator, Canada, December 28, 1995.","quinary AND decimal","","Kwanja has a quinary, decimal numeral system. They use Fulani loans for 'hundreds' and 'thousands'.",""
"438","kwas1243-1","Ngumba, Cameroon","kwas1243","Kwasio","nmg","Africa",2.39354,10.0812,"Atlantic-Congo","Ngumba.htm","Mr. Daniel Duke, SIL International, Cameroun, June 24, 2009.",NA,"","The data are taken from Mvumbo dialect of Kwasio or Ngoumba language, which is ddistinct from Ngomba, a Glassfields Bantu language spoken in West Province of Cameroun.",""
"439","kway1241-1","Kwaya, Tanzania","kway1241","Kwaya","kya","Africa",-1.80737,33.71,"Atlantic-Congo","Kwaya.htm","Mr. Tim Roth and Ms. Holly Higgins, SIL International, Tanzania. October, 2007.",NA,"",NA,""
"440","kwer1261-1","Kwere, Tanzania","kwer1261","Kwere","cwe","Africa",-6.50666,38.4449,"Atlantic-Congo","Kwere.htm","Prof. Karsten Legère, Dept. of African Languages and Literature, University of Gothenburg, Sweden. September 7, 2010.",NA,"","Kwere numbers after five have been replaced by Swahili numbers.",""
"441","laal1241-1","Láá Láá Bwamu, Burkina Faso","laal1241","Láá Láá Bwamu","bwj","Africa",11.6524,-3.17735,"Atlantic-Congo","Bwamu-Laa.htm","Mr. Adolphe Houmboue, Summer Institute of Linguistics, Burkina Faso, ̩June 11, 2008.",NA,"","Láá Láá Bwamu basic numbers are similar to those of Buamu, but there are two special words for 40 and 80. It seems there exist a traditional counting system based on 80 before.",""
"442","laar1238-1","Laari, Congo, Angola","laar1238","Laari","ldi","Africa",-4.25,14.9,"Atlantic-Congo","Laari.htm","Mr. Guy Noël Kouarata, Université Marien Ngouabi, Brazzaville, Congo, January 4, 2008.",NA,"",NA,""
"443","laim1240-1","Laimbue, Cameroon","laim1240","Laimbue","lmx","Africa",6.28158,10.1427,"Atlantic-Congo","Laimbue.htm","Dr. Pius W. Akumbu, Ph.D, Lecturer, Department of Linguistics /Head, Centre for African Languages and Cultures University of Buea, Cameroun, November 5, 2012. Data provided by Dr. Henry K. Kah (Laimbue speaker) and written out by Dr. Pius W. Akumbu.",NA,"","Some Laimbue numerals are similar to that of Kom ones.",""
"444","lala1264-1","Lala-Bisa, Zambia","lala1264","Lala-Bisa","leb","Africa",-12.945,30.2297,"Atlantic-Congo","Lala-Bisa.htm","Prof. Claire Grégoire, Royal Museum for Central Africa, Tervuren , Belgium, November 12, 1988.","quinary AND decimal","","Lala-Bisa has a quinary, decimal numeral system. The symbol 'ŵ' is labial approximant, equivalent to IPA [ʋ].",""
"445","lala1265-1","Lala-Bisa (Lala), Zambia","lala1265","Lala (Lala-Bisa)",NA,"Africa",NA,NA,"Atlantic-Congo","Lala-Bisa.htm","Dr. Ernst Wendland, Lusaka Translation Centre, Lusaka, Zambia, August 23, 1995.",NA,"","The above data were taken from Lala dialect.",""
"446","lama1275-1","Lama (Lamba), Togo, Ghana","lama1275","Lama (Togo)","las","Africa",8.66954,0.833293,"Atlantic-Congo","Lama.htm","Mr. Neal Brinneman, Summer Institute of Linguistics, Togo, September 29, 2006.","decimal","","Lama has a decimal system with special constructions for numbers 7 and 8. The construction of 70 and 80 is particular, too. There is a word for 'hundred' tʃakɔɪsi, which literately means 'guinea fowl'.",""
"447","lamn1239-1","Lamnso', Cameroon","lamn1239","Lamnso'","lns","Africa",6.39743,11.0684,"Atlantic-Congo","Lamnso.htm","Mr. Karl Grebe, Summer Institute of Linguistics, Cameroun, March 31, 2007.",NA,"",NA,""
"448","land1256-1","Landoma, Guinea","land1256","Landoma","ldm","Africa",10.8753,-14.0895,"Atlantic-Congo","Landoma.htm","Mr. Kirk Rogers, New Tribes Mission, Guinea, May 5, 1998.","decimal","","Landoma has a decimal system with a base-five substructure. The word 'kəca' means 'hands' as in numbers 5 to 9.",""
"449","lang1318-1","Langbasi (Langbashe), CAR","lang1318","Langbashe","lna","Africa",4.87523,20.109,"Atlantic-Congo","Langbasi.htm","Dr. France Cloarec-Heiss, CNRS-LACITO, Paris, France, September 26, 1988.","quinary AND vigesimal","","Langbasi has a quinary-vigesimal system. The word for 'ten' means 'two hands', 'fifteen is expressed by 'two hands plus leg'. The word for 'twenty' ɑ̀zū means 'person'. The original meaning for hundred nɡàmbɔ̀ is unknown.",""
"450","lang1320-1","Rangi (Langi), Tanzania","lang1320","Langi","lag","Africa",-4.71413,35.9517,"Atlantic-Congo","Rangi.htm","Dr. Oliver Stegen, Summer Institute of Linguistics, Tanzania, April 5, 2007.",NA,"","In the above table, high tones and failing tones have been marked on the vowels as they occur, low tones have been left unmarked.",""
"451","lang1320-2","Rangi (Langi), Tanzania","lang1320","Langi","lag","Africa",-4.71413,35.9517,"Atlantic-Congo","Rangi.htm","Dr. Margaret Dunham, CNRS-LACITO, Paris, France, January 9, 2007.",NA,"","Langi numbers 6, 8 and 200 upwards have been replaced by Swahili numbers now.",""
"452","lart1238-1","Larteh, Ghana","lart1238","Larteh","lar","Africa",5.9367,-0.07822,"Atlantic-Congo","Larteh.htm","Dr. Mercy Akrofi Ansah, Language Centre, University of Ghana, Legon-Accra, Ghana. April 5, 2012..","decimal","","Larteh has a decimal system similar to that of Cherepon.",""
"453","lart1238-2","Larteh, Ghana","lart1238","Larteh","lar","Africa",5.9367,-0.07822,"Atlantic-Congo","Larteh.htm","Prof. Jonas N. Akpanglo-Nartey, Zenith University College, Accra, Ghana, November 21, 2010.","decimal","","Larteh has a decimal system similar to that of Cherepon.",""
"454","lefa1242-1","Lefa, Cameroon","lefa1242","Lefa","lfa","Africa",5.05845,11.114,"Atlantic-Congo","Lefa.htm","Mr. Kendal Isaac through Ms. Ginger Boyd, Summer Institute of Linguistics, Cameroun, May 4, 2015.","quinary AND decimal","","Lefa has a quinary-decimal system, and the words for hundred hóndɛ̀ and thousand tɔ́sàn are English loanwords with phonological adaptation. Note that like for many Cameroonian languages, the spelling 'c' = IPA [tʃ].",""
"455","lega1249-1","Lega-Shabunda, DR of the Congo","lega1249","Lega-Shabunda","lea","Africa",-3.83196,27.1424,"Atlantic-Congo","Lega-Shabunda.htm","Dr. Robert Botne, Indiana University, Bloomington, USA, June 25, 2007.",NA,"","Lega-Shabunda number hundred is a loan from Swahili.",""
"456","lega1250-1","Lega-Mwenga, DR of the Congo","lega1250","Lega-Mwenga","lgm","Africa",-3.39007,28.2621,"Atlantic-Congo","Lega-Mwenga.htm","Prof. Jacques Nkiene (ISP Kikwit- RD. Congo),Institut Supérieur Pédagogique de Kikwit – Bandundu, Democratic Republic of the Congo. February 22, 2012.",NA,"","Lega-Mwenga numeral system is very different from that of Lega-Shabunda.",""
"457","lega1250-2","Lega-Mwenga, DR of the Congo","lega1250","Lega-Mwenga","lgm","Africa",-3.39007,28.2621,"Atlantic-Congo","Lega-Mwenga.htm","Ms. Maryanne Augustin, SIL International, September 13, 2008",NA,"","Lega-Mwenga numeral system is very different from that of Lega-Shabunda.",""
"458","leha1242-1","Laalaa (Lehar), Senegal","leha1242","Lehar","cae","Africa",14.9387,-16.8816,"Atlantic-Congo","Lehar.htm","Dr. Maria Soukka and Heikki Soukka, SIL International, Senegal, February 1, 2008,","quinary AND decimal","","Lehar has has a quinary-decimal system. The number for 30 in Laalaa is a loan from Wolof ( where it also has the meaning for ''month''. Traditional phonetic symbol 'y' = IPA [ j ].",""
"459","lele1264-1","Lelemi, Ghana","lele1264","Lelemi","lef","Africa",7.34549,0.50746,"Atlantic-Congo","Lelemi.htm","Dr. Andy Ring, GILLBT (The Ghana Institute of Linguistics, Literacy and Bible Translation), Ghana, October 11, 2007.","decimal","","Lelemi has a decimal system. The decades 60 to 90 are formed by '50 plus 10, 20, 30 and 40', respectively.",""
"460","lele1265-1","Lele (shiLele), DR of the Congo","lele1265","Lele (Democratic Republic of Congo)","lel","Africa",-4.94672,20.5674,"Atlantic-Congo","Shilele.htm","Prof. Jacques Nkiene (ISP Kikwit- RD. Congo), Institut Supérieur Pédagogique de Kikwit – Bandundu, Democratic Republic of the Congo, February 12, 2012.","decimal","","Shilele has a decimal numeral system similar to that of Bushong.",""
"461","leng1258-1","Lengola, DR of the Congo","leng1258","Lengola","lej","Africa",-1.95874,25.3343,"Atlantic-Congo","Lengola.htm","Ms. Maryanne Augustin, SIL International, September 13, 2008.","quinary AND decimal","","Lengola has a quinary, decimal system very different from other Bantu languages.",""
"462","lenj1248-1","Lenje, Zambia","lenj1248","Lenje","leh","Africa",-14.7192,28.2581,"Atlantic-Congo","Lenje.htm","Dr. Ernst Wendland, Lusaka Translation Centre, Lusaka, Zambia, August 23, 1995.","quinary AND decimal","","Lenje has a quinary, decimal numeral system.",""
"463","liji1238-1","Lijili, Nasarawa State, Nigeria","liji1238","Lijili","mgi","Africa",8.52193,8.35562,"Atlantic-Congo","Lijili.htm","Dr. Gideon S. Omachonu. Dept. of languages and Linguistics, Nasarawa State University, Nasarawa State, Nigeria. February 17, 2010.","decimal","","Lijili has a decimal system. There is a Hausa loanword 'dubu' for thousand.",""
"464","lika1243-1","Lika, DR of the Congo","lika1243","Liko","lik","Africa",2.13777,27.6088,"Atlantic-Congo","Lika.htm","Dr. Douglas W. Boone, Summer Institute of Linguistics, September 28, 2007.",NA,"",NA,""
"465","likw1239-1","Likwala, DR of the Congo","likw1239","Likwala","kwc","Africa",-0.48981,16.5967,"Atlantic-Congo","Likwala.htm","Dr. André Jacquot, Institut Français de Recherche pour le Développement en Coopération, Paris, France, January 5, 1996.",NA,"","Likwa numbers 1 to 20 are similar to those of Koyo and Mboshi.",""
"466","lima1246-1","Limassa, Congo, CAR","lima1246","Limassa","bme","Africa",2.26808,16.1874,"Atlantic-Congo","Limassa.htm","Doktorand Benedikt Winkhart, M.A., Department of Asian and African Studies, Humboldt-Universität zu Berlin, Berlin, Germany, April 17, 2018.","vigesimal","","Limassa has a vigesimal numeral system with special formation for number 9. Limassa is a language of the Baka-Gundi branch of the Mundu-Baka family and currently classified as Ubangi. In being the only securely known non-pygmy variety in the Baka-Gundi branch, Limassa may be the direct source of the Baka pygmy language complex. Limassa is spoken mainly in Bomassa on the Sangha River in the north of the Republic of the Congo. It is the traditional settlement of the Bomassa, who are accepted as the founders of this village. The village exists since 1920 and was originally called Ngolio (‘eagel’). Today it has ca. 400 inhabitants. The population of the village is multi-ethnic as well as multi-linguistic Further languages spoken in the village are the closely related Ngombe-Baka as well as the Bantu languages Ngundi and Mabenjele-Aka. According to several accounts, speakers may also be located outside Bomassa In the first half of the 20th century some Bomassa founded smaller settlements and fishing camps on the Sangha between Ouesso and Bayanga - Some of these settlements still exist today, e.g. Mombongo, Bounda and Molongodi. Furthermore, there is evidence of occasional encounters with speakers on the Cameroonian side of the Sangha.",""
"467","limb1268-1","Limbum, Cameroon","limb1268","Limbum","lmp","Africa",6.58608,10.9802,"Atlantic-Congo","Limbum.htm","Mr. Francis Wepnong, PhD Student, Linguistics, Leiden University, Netherlands, March 15, 2013.","decimal","","Limbum has a decimal system. Note that the traditional spellingsː The symbol <c> is the IPA [tʃ] and the symbol <j> is a voiced palatal affricate, IPA [dʒ].",""
"468","limb1268-2","Limbum, Cameroon","limb1268","Limbum","lmp","Africa",6.58608,10.9802,"Atlantic-Congo","Limbum.htm","Ms. Virginia Bradley, Summer Institute of Linguistics, Cameroun, April 25, 1994, January 6, 2013.","decimal","","Limbum has a decimal system. Note that the traditional spellingsː The symbol <c> is the IPA [tʃ] and the symbol <j> is a voiced palatal affricate, IPA [dʒ].",""
"469","ling1263-1","Lingala (Ngala), DR of the Congo","ling1263","Kinshasa Lingala","lin","Africa",-4.409174,15.28532,"Atlantic-Congo","Lingala.htm","Dr. Stephen T. M. Lukusa, University of Botswana, Botswana, August 10, 2007.",NA,"",NA,""
"470","loba1239-1","Lobala, DR of the Congo, Congo","loba1239","Lobala","loq","Africa",2.04881,18.3667,"Atlantic-Congo","Lobala.htm","Mr. David Morgan, Summer Institute of Linguistics, Central African Republic, August 8, 1994, Janaury 11, 2008","decimal","","Lobala has a decimal system. Tone markingː á = High, Low tone unmarked.",""
"471","lobi1245-1","Lobi, Côte d'Ivoire, Burkina Faso","lobi1245","Lobi","lob","Africa",9.96122,-3.336,"Atlantic-Congo","Lobi.htm","Mr. Ken Joslin, Summer Institute of Linguistics, Côte d'Ivoire, March 3, 1998. Mr. Pooda Sanson Hervé, Lobiri Bible Translator, April 18, 2008","vigesimal","","Lobi has a vigesimal system with special construction for numbers 6 to 9. The numbers 9, 19, 29 ...99 are formed by the next number minus one.",""
"472","logb1245-1","Logba, Ghana","logb1245","Ikpana","lgq","Africa",6.92838,0.43068,"Atlantic-Congo","Logba.htm","Mr. Serchie Michael, GILLBT (The Ghana Institute of Linguistics, Literacy and Bible Translation), Ghana, January 21, 2014.","decimal","","Logba has a decimal system of counting.",""
"473","logb1245-2","Logba, Ghana","logb1245","Ikpana","lgq","Africa",6.92838,0.43068,"Atlantic-Congo","Logba.htm","Dr. Kofi Dorvlo, Leiden University, Netherlands, September 6, 2007.","decimal","","Logba has a decimal system of counting.",""
"474","logo1258-1","Logooli, Kenya","logo1258","Logooli","rag","Africa",0.09487,34.729,"Atlantic-Congo","Logooli.htm","Ms. Christa Kendall, BTL (Bible Translation & Literacy, East Africa), Kenya, February 20, 1996.","decimal","","Logooli has a decimal system with Kiswahili loanwords from 6 to 9. 50, 100 and 1000 are also loanwords from Kiswahili.",""
"475","loka1252-1","Lokaa, Nigeria","loka1252","Lokaa","yaz","Africa",5.91483,8.0933,"Atlantic-Congo","Lokaa.htm","Prof. Alexander Ubi Iwara, University of Ibadan, Nigeria, September 24, 2007.","quinary AND vigesimal","","Lokaa has a quinary, vigesimal numeral system and separate words for 15, 400. The number 400 'lédù' is the highest Lokaa numerals. Note the symbols used aboveː /y/ = IPA /j/ and /j/ = IPA /dz /.",""
"476","long1387-1","Longto (Voko), Cameroon","long1387","Longto","wok","Africa",8.33313,13.0568,"Atlantic-Congo","Longto-Voko.htm","Dr. Ulrich Kleinewillinghöfer, Department of Anthropology and African Studies, Johannes Gutenberg University, Mainz , Germany. November 12, 2015.","decimal","","Longto [lɔ̀ŋtó] or Voko is spoken at Dep. du Faro; North Region, Cameroon (see www.blogs.uni-mainz.de/fb07-adamawa/adamawa-languages/samba-duru-group/) Longto has a decimal system.",""
"477","long1389-1","Longuda, Nigeria","long1389","Longuda","lnu","Africa",9.75787,11.8378,"Atlantic-Congo","Longuda.htm","Dr. Ulrich Kleinewillinghöfer, Department of Anthropology and African Studies , Johannes Gutenberg University, Mainz , Germany. October 2, 2012. (plus additional infromation from a wordlist taken in a different ward by Dr. Charles G. Z. Zabe).",NA,"","The above data was taken from Longurama of Koola, a language of Longuda group.",""
"478","long1389-2","Longuda, Nigeria","long1389","Longuda","lnu","Africa",9.75787,11.8378,"Atlantic-Congo","Longuda.htm","Dr. Ulrich Kleinewillinghöfer, Department of Anthropology and African Studies , Johannes Gutenberg University, Mainz , Germany. October 2, 2012.",NA,"","The above data was taken from Lunguda of Wala Lunguda, spoken in northeast of Longuda Plateau, Adamawa State, Nigeria.",""
"479","lozi1239-1","Lozi (Silozi), Zambia, Zimbabwe","lozi1239","Lozi","loz","Africa",-17.7052,24.7398,"Atlantic-Congo","Lozi.htm","Dr. Mildred Wakumelo, University of Botswana, Botswana. January 24, 2008, January 20, 2009.","quinary AND decimal","","Lozi has a quinary, decimal system. They also borrowed English numbers for 6 to 9. There are options for 60 and 70, they areː 'màʃúmè àkètálìzóɦò nílìʃúmì lèlíɲwì' and 'màʃúmè àkètálìzóɦò nímàʃúmì àmàβélì', respectively.",""
"480","luba1249-1","Ciluba (Luba-Kasai), DR of the Congo","luba1249","Luba-Lulua","lua","Africa",-5.72717,22.4422,"Atlantic-Congo","Luba-Kasai.htm","Dr. Stephen T. M. Lukusa, University of Botswana, Botswana, August 10, 2007.","decimal","","Ciluba has a decimal numeral system with special forms for 7 and 8.",""
"481","luba1250-1","Luba-Katanga, DR of the Congo","luba1250","Luba-Katanga","lub","Africa",-8.2816,25.8918,"Atlantic-Congo","Luba-Katanga.htm","Rev. Nlandu Mukoko Mpanzu and Mr. B. Bukas Yakabuul, Societe Bibilique du Zaire, Kinshasa, Rép. du Zaire / Bible society of Zaire, Rep. of Zaire ( now DR of the Congo), October 16, 1995.",NA,"","Luba-Katanga has a numeral system different from to that of Luba Kasai.",""
"482","luch1239-1","Luchazi, Angola, Zambia","luch1239","Luchazi","lch","Africa",-14.0648,22.2437,"Atlantic-Congo","Luchazi.htm","Dr. Axel Fleisch, Institute of African Studies, University of Cologne, Germany, February 12, 2007.","decimal","","Luchazi has a decimal numeral system, showing traces of a former quinary system. Basic numerals exist only for the numbers from one to five. The numbers six to nine are composed numerals constructed as an addition of five and the respective number. There are variantsː pándu abd pánduvali respectively, which are used especially in the southwestern region and probably borrowings from Umbundu, as well as sambánu and sambu̯áli which are similar in Cokwe.",""
"483","lufu1237-1","Lufu, Nigeria","lufu1237","Lufu","ldq","Africa",7.25555,10.9499,"Atlantic-Congo","Lufu-NG.htm","Dr. Tamara Prischnegg, Institute of African Linguistics (Institut für Afrikawissenschaften), University of Vienna, Vienna, Austria., April 15, 2013.","quinary","","Lufu number system is based on five, the numbers 6-9 are composed of 5+1, 2, 3, 4. Some Lufu numerals are similar to that of Bete language, higher numerals after twenty needed.",""
"484","lugu1238-1","Luguru, Tanzania","lugu1238","Luguru","ruf","Africa",-6.86828,37.5557,"Atlantic-Congo","Luguru.htm","Dr. Malin Petzell, University of Gothenburg, Sweden. January 13, 2012.",NA,"","Most of Luguru traditional numbers have been replaced by Kiswahili numbers now.",""
"485","lukp1238-1","Lukpa, Togo, Benin","lukp1238","Lukpa","dop","Africa",9.51949,1.66954,"Atlantic-Congo","Lukpa-Gur.htm","Ms. Honorine Poidi-Gblem, SIL International, Togo-Benin /Department of Linguistics at the University of Lomé, Togo. November 11, 2011.",NA,"","Lukpa is a Gur language, of Gurunsi group, a variant (dialect) of Kabyɛ or Kabiye. Lukpa, also called lǝkpa or lokpa or lugba, is spoken in Bénin while Kabyɛis spoken in Togo. Some Lukpa numerals are similar to that of Kabiye. Note that 8: pǝ́lé 'two' probably borrowed from Gurma languages; fɛ́jɩ́ 'missing'. Middle tones unmarked. Other ways of sayingː 3. m̀pɔ̀ɣɔ̀láɣá (+1) 2+1 ?? 23. híú nà pɔ́ɣɔ̀láɣà 4. líɣítí ? 24. híú nà líɣítí 16. naasá fɛ́jɩ́ híú (20-4) 27. m̀pɔ̀ɣɔ̀láɣá fɛ́jɩ́ híú 17. tòòsó fɛ́jɩ́ híú (20-3) 28. naalɛ̀ fɛ́jɩ́ híú 29. kʋ̀lʋ̀m fɛ́jɩ́ híú",""
"486","lumb1249-1","Lumbu ( Yilumbu), Gabon","lumb1249","Lumbu","lup","Africa",-3.37917,11.124,"Atlantic-Congo","Lumbu.htm","Dr. Paul Achille Mavoungou, Omar Bongo University, Gabon, August 15, 2007.",NA,"","The order of Lumbu number 19 is different from other compound numbers. The construction of 70, 80 and 90 is different from that of 20, 30, 40, 50 and 60. Thousand is an English loanword.",""
"487","lund1266-1","Lunda, Zambia, Angola","lund1266","Lunda","lun","Africa",-11.1793,23.8662,"Atlantic-Congo","Lunda.htm","Dr. Boniface Kawasha, Savannah State University, Georgia, USA, September 24, 2007.","quinary AND decimal","","Lunda has a quinary, decimal numeral system.",""
"488","lyel1241-1","Lyélé, Burkina Faso","lyel1241","Lyélé","lee","Africa",12.4305,-2.59229,"Atlantic-Congo","Lyele.htm","Ms. Rhonda Hartell, Summer Institute of Linguistics, Burkina Faso, January 20, 1990.","decimal","","Lyélé has a decimal system. The numbers 6 and 7 may be derived from 'five plus one, two' etymologically.",""
"489","maas1239-1","Fulfulde Maasina, Mali, Ghana","maas1239","Maasina Fulfulde","ffm","Africa",11.1324,-3.64763,"Atlantic-Congo","Fulfulde-Maasina.htm","Ms. Catherine Crawford, SIL International, Mali, July 1, 2009.","quinary AND decimal","","Maasina Fulfulde has a quinary-decimal system. Maasina Fulfulde has two systems for the numbers forty to ninety-nine. Both are in used, but (I think) in different areas within the Maasina region. They are mutually comprehensible, to my knowledge. And the tens from 40 to 90 on the above chart seemed borrowed from neighboring language. Note taht the conversions between traditional phonetic symbols and IPA areː c=[t͡ʃʰ], j=[d͡ʒ ] and y=[ j], double vowels are longː ee= [eː], oo=[oː].",""
"490","mach1266-1","Machame (Kisiha), Tanzania","mach1266","Machame","jmc","Africa",-3.29385,37.0703,"Atlantic-Congo","Machame.htm","anonymous contributor, University of Dar es Salaam, Tanzania, May 26, 1994.",NA,"","Chagga ( Kisiha) numeral system in people counting differs from that of things ( numbers 1 to 7).",""
"491","mada1282-1","Mada (Madda), Nigeria","mada1282","Mada (Nigeria)","mda","Africa",9.02294,8.34119,"Atlantic-Congo","Mada-Nigeria.htm","Mr. Abiel Barau Kato, United Bible Societies, Jos Translations Centre, Nigeria, January 29, 1996. Mr. Ezekiel Rhila, Wycliffe Bible Translators, February 4, 2008.","duodecimal","","Like many languages in Plateau area, Mada has an old duodecimal numeral system up to 24. However, the Mada people had to change a little bit and adopt a decimal system because of the modern day counting system in English. The Mada has three level tones and a rising and falling tone, high tone is unmarkedː ā = mid tone, à = low tone, â = falling tone, and á = rising tone.",""
"492","maho1248-1","Mahongwe, Gabon","maho1248","Mahongwe","mhb","Africa",0.64356,14.0472,"Atlantic-Congo","Mahongwe.htm","Miss Soraya Mokrani, Doctorante, Dynamique Du Langage, University of Lyon, Lyon, France. July 26, 2011.","decimal","","Mahongwe has a decimal system with special forms for numbers 7 and 9 similar to those of Kota.",""
"493","maho1248-2","Mahongwe, Gabon","maho1248","Mahongwe","mhb","Africa",0.64356,14.0472,"Atlantic-Congo","Mahongwe.htm","Dr. André Jacquot, Institut Français de Recherche pour le Développement en Coopération, Paris, France. December 2, 1995.","decimal","","Mahongwe has a decimal system with special forms for numbers 7 and 9 similar to those of Kota.",""
"494","maka1304-1","Makaa, Cameroon","maka1304","Makaa","mcp","Africa",4.15471,13.0789,"Atlantic-Congo","Makaa.htm","Mr. & Mrs. Dan & Teresa Heath, SIL International, Cameroun, December 12, 1998.","decimal","","Makaa has a decimal systems, Makaa number 'one' is ŋɡúd, taking no agreement for class; it sometimes becomes ŋɡúdú when it is utterance final. The numbers sə̀màn and zàŋba are borrowed from the Ewondo language. The true Makaa numbers cwôw and tə́wèli are not used much. Thousand and hundred are English loanwords. Makaa has three tones; á = high, à = low and â high-low or falling.",""
"495","makh1261-1","Makhuwa-Meetto, Mozambique","makh1261","Makhuwa-Meetto","mgh","Africa",-11.9553,38.6874,"Atlantic-Congo","Makhuwa-Meetto.htm","anonymous contributor, University of Dar es Salaam, Tanzania, May 26, 1994.","decimal","","Makhuwa-Meetto has a decimal system mixed with Bantu and Swahili loanword. Updated data in phonemic transcriptions with tones needed.",""
"496","makh1262-1","Makhuwa-Marrevone, Mozambique","makh1262","Makhuwa-Marrevone","xmc","Africa",-16.9394,39.1203,"Atlantic-Congo","Makhuwa-Marrevone.htm","Mr. Oliver Kroöger, Summer Institute of Linguistics, Mozambique, April 22, 2008.","quinary AND decimal","","Makhuwa-Marrevone has a quinary, decimal numeral system. Note that /m̩/ and /n̩/ are syllabic nasals, /j/ = voiced palatal approximant. ˈ= stress and ˌ= secondary stress. High tone = /á/ and Low tone is unmarked.",""
"497","mako1251-1","Makonde, Mozambique, Tanzania","mako1251","Makonde","kde","Africa",-10.9906,39.5133,"Atlantic-Congo","Makonde.htm","Mr. Benjie Leach, SIL International, Mozambique, July 15, 2009.","quinary AND decimal","","Makonde has a quinary, decimal numeral system. Nowadays, the numerals from 6 onwards employs Swahili numerals. Note that accent mark indicates high tone and low tone unmarked and also that /nn/ is represents a long nasal (the result of reduction and desyllabification of the prefix mu- before a consonant-initial stem).",""
"498","makw1236-1","Makwe, Mozambique, Tanzania","makw1236","Makwe","ymk","Africa",-10.4673,40.0274,"Atlantic-Congo","Makwe.htm","Dr. Maud Devos, Department of Linguistics, Leiden University, Netherlands / Royal Museum for Central Africa, Tervuren, Belgium, June 28, 2011.",NA,"","Makwe has numeral system mixing with some indigenous Bantu numbers with Swahili loanwords. Note that high tones are marked, but low ones are left unmarked.",""
"499","malb1235-1","Malba Birifor, Burkina Faso","malb1235","Malba Birifor","bfo","Africa",9.78465,-2.90623,"Atlantic-Congo","Birifor-Malba.htm","Dr. Pascal Hien, W.E.C. (World Evangelisation for Christ), and called ""Eglise Protestante Evangélique"", Burkina Faso, April 19, 2012.","vigesimal","","Malba Birifor has a vigesimal system different from Southern Birifor.",""
"500","mali1279-1","Malila, Tanzania, Malawi","mali1279","Malila","mgq","Africa",-9.16619,33.339,"Atlantic-Congo","Malila.htm","Dr. Helen Eaton, Summer Institute of Linguistics, Tanzania, November 27, 2007.","decimal","","Malila has a decimal system with special numbers for 6 to 9. There are two ways to express each of 7, 8, 9 and 20, 7= zɪsâːnʊ na zíβɪlɪ ( 5 + 2 ), 8 = zɪsâːnʊ na zítʰatʰʊ ( 5 + 3 ) and 9=zɪsâːnʊ na zínːi ( 5 + 4 ) and 20 'tʰʷêːⁿtʰe' is loan from English 'twenty'. The tens from 60 to 90 are constructed by mixing Malila numbers with Swahili. Currently, most Malila would count in Malia only up to ten and thereafter would use Swahili.",""
