,ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,SourceFile,Contributor,Base.Chan,Base.Mamta,Comment.Chan,Comment.Mamta
4,puoc1238-1,"Puôc, Vietnam",puoc1238,Ksingmul,puo,Eurasia,20.8862,103.931,Austroasiatic,Puoc.htm,"Dr. Michael Ferlus, CNRS (Centre Nationale de Recherche Scientifique), Paris, France, April 6, 1999.",NA,decimal,"Puôc has traditional Mon-Khmer numerals from one to four, after four, they borrowed numerals from Tay language.",
4,rali1240-1,"Pnar (Ralliang Pnar), Assam, India",rali1240,Raliang,NA,Eurasia,NA,NA,Austroasiatic,Pnar.htm,"Dr. Anne Daladier, LACITO-CNRS (Centre Nationale de Recherche Scientifique), Paris, France. October 19, 2011.",decimal,decimal,"Pnar has a decimal system. The above data is taken from Ralling Pnar, the number six is different from that of Jowai Pnar dialect. miː//ʃi (or wiː// ʧi) represents a contrastive pair. In English, 'one' has different mathematical uses which are disambiguised in Pnaric-War-Lyngngam with *mi and *ʧi. mi is mainly used as cardinal one, ʃi/ʧi is mainly used to count ‘one’ for measure units and to count ‘one’ for powers of ten. For example, in War ʃi phuːa ‘ten’, lit. ‘one-ten’, ʃi swaɁ ‘one hundred’. mi expresses cardinal ‘one’ in ‘one leave’; ʃi swaɁ mi ‘one hundred one’. ʃi/ʧi expresses one in measure units: ʃi khup ‘one breadth-of-four fingers’. ʃi/ʧi is also used as ‘one’ for units of time, e.g. the whole day, one month length. mi ‘one’ to express ‘one o’clock’ contrasts with ʃi to express ‘one hour’ as a unit of time. ʃi/ʧi may also be used for a unit whose cardinal value is not relevant or is undefined as in War ʃi dit ‘a little while’, ʃi kur ‘people from the same clan’, ʃi pero brothers and sisters from the same mother. This is a qualifying use v.s. quantifying use of previous examples. ʃi/ʧi is also used as a kind of aspectual device, as in War: ʃi pam ‘to cut in one blow’ (pam ‘to cut’). Pnar, Khasi and Lyngngam cardinals belong to a Pnaric system which slightly differs from a War one, more conservative from an AA viewpoint. Numerals expressing 1, 2, 3, 4, 5, 6, 10 have common roots but 7, 8, 9 and teens are different. In Pnar the loss of /m/ or /b/ in onset position of monosyllabic words is frequent, as in mi > wi (one), ba > wa (dependency marker). This loss is not found in lexical elements in Khasi and Lyngngam. The Khasi and Lyngngam cardinal systems are then derived from the Pnar one. References: Daladier A. 2010 ''Counting techniques with their “grouping” names in Pnar, War, Khasi and Lyngngam and their relation to Austroasiatic number systems'' presentation at  NEILS 5 Conference (to appear) Jenner, P., (1976). « Les noms de nombre en Khmer » in Diffloth, G. and Zide, N. eds. Austroasiatic Number Systems, (special issue), Linguistics : 39-61 Matisoff, James. 1997. Sino-Tibetan Numeral Systems: prefixes, proto-forms and problems. Canberra: Pacific Linguistics Mazaudon, M. (2010). “Number building in Tibeto-Burman languages” in Morey, Post eds. NEILS 2, India, CUP India Menninger, K. (1969). [1934]. Number words and number symbols. A cultural history of  numbers, Cambridge Mass.: M.I.T. Press",
4,rali1240-2,"Pnar (Synteng, Raliang dialect), Assam, India",rali1240,Raliang,NA,Eurasia,NA,NA,Austroasiatic,Pnar.htm,"Mr. Hiram Ring, PhD candidate, Department of Linguistics, Nanyang Technological University, Singapore. June 1, 2011.",decimal,decimal,"Pnar has a decimal system. The above data is taken from Raliang dialect of Pnar (Synteng) in Jiantia Hills district, Meghalaya state, India. This list is based on elicitation and re-checking during the month of May, 2011, though the recordings have not been analyzed completely. Of note is that the /u/ of item 4 represents the same sort of lip-rounding as the final /w/ that occurs in 7, 10, 14, and elsewhere after vowels /a/ and /ɔ/ in diphthong-like pairings. Also, in Raliang Pnar there seems to be a distinction between an alveolar nasal /n/ and a palatal nasal /ɲ/ as found in 7 and elsewhere. We also find that the short /ɪ/ sound is rarely syllabic but is recognized as a separate sound by speakers of the language.",
4,reng1252-1,"Rengao, Vietnam",reng1252,Rengao,ren,Eurasia,14.456,107.9459,Austroasiatic,Rengao.htm,"Dr. Kenneth Gregerson, Summer Institute of Linguistics, November 2, 1994, July 27, 2008.",decimal,decimal,"Rengao numeral system is decimal, 'hundred' ratu:h and thousand rabă̤w are loanwords from Chamic language. There is another loanword for 'million' trieu from Vietnamese",
4,rian1261-1,"Riang-Sak, Myanmar",rian1261,Riang (Myanmar),ril,Eurasia,24.0521,98.8333,Austroasiatic,Riang-Sak.htm,"Dr. Paul Sidwell, 17 February, 2007 Extracted from Dr. Gordon H. Luce's field notes (1965). The Australian National University, Canberra, Australia",NA,decimal,"Riang-Sak has two tones (high and low tones), corresponding to Mon-Khmer high and low registers.",
4,ruch1235-1,"Pale Palaung (De'ang), China",ruch1235,Ruching Palaung,pce,Eurasia,21.6176,98.0915,Austroasiatic,Palaung-Pale.htm,"Prof. Yan Qixiang, Chinese Academy of Social Sciences, Beijing, China, April 17, 1991.",decimal,decimal,"Pale Palaung or Ruching Palaung has a decimal system, they borrowed Tai numerals from thirty onwards.",
4,ruch1235-2,"Shwe Palaung (De'ang), China",ruch1235,Ruching Palaung,pce,Eurasia,21.6176,98.0915,Austroasiatic,Palaung-Shwe.htm,"Prof. Liu Yan, Central University for Nationalities, Beijing, China, April 19 10, 2019.",decimal,decimal,Shwe Palaung or Liang Palaung has a decimal system.,
4,sabu1253-1,"Sabüm, Malaya Peninsula",sabu1253,Sabüm,sbo,Eurasia,5.34694,101.065,Austroasiatic,Sabum.htm,"Ms. Nancy Bishop & Ms. Mary M. Peterson, Summer Institute of Linguistics, Thailand, July 8, 1993",NA,decimal,"Like Semnam, Sabüm has preserved Mon-Khmer numbers one and two , they use Malay numerals after two, It's uncertain if they constructed compound 11, 12, 21 and 22, and 100, 200, 1000 and 2000 by mixing Malay numerals with aboriginal terms, or completely borrowed Malay terms. The numerals after ten should be compared with updated data.",
4,samt1238-1,"Samtao, Myanmar, Thailand",samt1238,Samtao,stu,Eurasia,22.0185,99.2576,Austroasiatic,Samtao.htm,"Dr. Bebbie Paulsen, Summer Institute of Linguistics, Thailand, May 23, 1993.",NA,decimal,"Samtao borrowed numerals after ten from Tai language. The grave accent [è] signifies a low tone, unmarked is high tone.",
4,sant1410-1,"Santali, India",sant1410,Santali,sat,Eurasia,25.0317,87.8185,Austroasiatic,Santali.htm,"Dr. Suhnu R. Sharma, Deccan Research College, Pune, India, April 16, 1990. Reference sourceː Neukom, Lukas, 2001. Santali, Languages of the World / Materials 323, Lincom Europa",vigesimal,parallel,Santali has a vigesimal numeral system with loanwords for hundred and thousand from Hindi.,"Decimal and vigesimal, both co-exists."
4,sapu1248-1,"Sapuan, Laos",sapu1248,Sapuan,spu,Eurasia,15.3692,106.843,Austroasiatic,Sapuan.htm,"Miss Pascale Jacq, Linguistics Department, Australian National University, Australia, 11 October 11, 2006",decimal,decimal,Sapuan numeral system is decimal.,
4,seda1262-1,"Sedang, Vietnam",seda1262,Sedang,sed,Eurasia,14.7793,108.027,Austroasiatic,Sedang.htm,"Dr. Kenneth D. Smith, SIL International, Thailand, November 21, 1994.",decimal,decimal,Sedang have a decimal numeral system. Thousand is a loanword from Chamic language.,
4,sema1265-1,"Semaq Beri, Malaya Peninsula",sema1265,Semaq Beri,szc,Eurasia,4.1217,102.816,Austroasiatic,Semaq Beri.htm,"Dr. Nicole Kruspe, Department of Linguistics, University of Melbourne. Australia, August 11, 2006.",NA,decimal,"Semaq Beri still has Mon-Khmer numbers one to five, after five, like, Mah Meri, they mixed Malay numerals with indigenous terms, but the terms 12 to 15, 24, 25, 30, 40, 50 are uncertain, need further data to confirm the forms, the data were recorded from eastern Terengganu dialect.",
4,sema1266-1,"Semai, Malaya Peninsula",sema1266,Semai,sea,Eurasia,4.13257,101.477,Austroasiatic,Semai.htm,"Miss. Sylvia Tufvesson. PhD Student, Max Planck Institute for Psycholinguistics, The Netherlands. January 19, 2010.",NA,decimal,"Semai has three indigenous terms for ‘one’ /nanəʔ/, ‘two’ /naːr/ and ‘three’ /niːʔ/. Numerals for higher numbers, as well as ‘zero’, are Malay loans with phonological adaptations. Notesː 1. My transcription differ from that of Diffloth and Phillips in that I have not included epenthesis vowels. Specifically, this excludes the following vowels in my analysis of the phonology: [ə] in: /ʔmpat/ [ʔəmpat]; /smilaːn/ [səmilaːn]; /spuloh/ [səpuloh]; /sblaːs/ [səblaːs]; /sratoːs/ [səratoːs]; /sribuːʔ/ [səribuːʔ] [u] in: /dwɨːʔ/ [duwɨːʔ] 2. Occasionally, in surface realisations, the final /ʔ/ in the Malay loanword /dwɨːʔ/ 'two' is dropped; i.e., /dwɨːʔ/ → [duwɨː]. This violates the phonotactic rules which state that only heavy (or closed) syllables can occur in word-final positions. (cf. Diffloth 1976, 1977). However, I have chosen to include the final glottal in the table above, as final consonant deletion is not a regular pattern, and the underlying form is analysed to include the final consonant. Dropping of final consonant is only observed in this numeral. 3. The numeral /nanəʔ/ ‘one’ is often shortened to the prefix form /nu-/. Prefixation of other numerals is not recorded. 4. Nouns preceded by a numeral are typically unitised. 5. NB! The use of the Malay term /kusuŋ/ with the meaning 'zero' is rare. More often, it is used with the meaning 'empty' or 'nothing'. References Diffloth, G. 1976. “Mon-Khmer numerals in Aslian languages.” In G. Diffloth and N. Zide, (eds.), Austroasiatic Number Systems, pp. 31-8. Special issue #174 of Linguistics, an International Review. The Hague and Paris: Mouton. Diffloth, G. 1977. “Towards a history of Mon-Khmer: Proto Semai Vowels”. In Southeast Asian studies, Vol. XIV(4), pp. 463-483. Kyoto: The Centre for Southeast Asian Studies",
4,sema1266-2,"Semai, Malaya Peninsula",sema1266,Semai,sea,Eurasia,4.13257,101.477,Austroasiatic,Semai.htm,"Prof. Gerard Diffloth, University of Chicago, USA, January 18, 1983. Mr. Timothy Phillips (SIL), November 17, 2009. Reference sourceː Means, Paul B, 1977. A Comparative Linguistics Study of three Malayan Aboriginal Tribes.",NA,decimal,"Semai has has three original Mon-Khmer numbers 1 to 3, now they use Malay numerals with phonological adaptations.",
4,seme1247-1,"Semelai, Malaya Peninsula",seme1247,Semelai,sza,Eurasia,2.82799,102.806,Austroasiatic,Semelai.htm,"Dr. Nicole Kruspe, Department of Linguistics, University of Melbourne. Australia, August 11, 2006.",NA,decimal,"Semelai still has Mon-Khmer numbers one, three to five, there is no record of an indigenous numeral 'two', even from earliest published sources. Although William-Hunt recorded numerals above 7, but Nicole never managed to collect these numerals during her field trip, so these forms may have come from a counting rhyme. Nowadays, the Semelai use Malay numerals after five, no mixing of indigenous and borrowed terms is permitted.",
4,semn1250-1,"Semnam, Malaya Peninsula",semn1250,Semnam,ssm,Eurasia,5.27617,101.058,Austroasiatic,Semnam.htm,"Dr. Niclas Burenhult, Max-Planck-Institute for Psycholinguistics, Netherlands, August 18, 2006.",NA,decimal,"Semnam still has Mon-Khmer numbers one and two, now they use Malay numeral system with pronunciation modifications.",
4,somr1240-1,"Samre, Cambodia",somr1240,Somray of Battambang-Somre of Siem Reap,smu,Eurasia,12.243,103.139,Austroasiatic,Samre.htm,"Dr. Marie A. Martin, l’École Francaise d’Extrême Orient, Paris, France, July 13, 1993.",NA,decimal,Samre numerals are similar to Chong numerals.,
4,somr1240-2,"Somray, Cambodia",somr1240,Somray of Battambang-Somre of Siem Reap,smu,Eurasia,12.243,103.139,Austroasiatic,Somray.htm,"Dr. Marie A. Martin, l’École Francaise d’Extrême Orient, Paris, France, July 13, 1993.",NA,decimal,Somray numerals are similar to Khmer numerals.,
4,sooo1254-1,"Sô (Soː), Laos, Thailand",sooo1254,Sô,sss,Eurasia,16.9081,105.001,Austroasiatic,So-MK.htm,"Miss Linda Markowski, SIL International. Thailand. January 6, 2012.",decimal,decimal,"Sô (Soː) has a decimal numeral system similar to that of Pacoh. Thousand is a loanword from Thai. The So in Thailand call themselves [tʰrɔ:], but due to the Thai phonology, the Thai call them [so:]. Please don't confuse with the Sok or Sou, another Mon-Khmer language.",Use of conjunctive marker between atom and base.
4,sooo1254-2,"Sô (Soː), Laos, Thailand",sooo1254,Sô,sss,Eurasia,16.9081,105.001,Austroasiatic,So-MK.htm,"Dr. Richard L. Watson, SIL International. Thailand. 18 September 18, 2009.",decimal,decimal,Sô (Soː) has a decimal numeral system similar to that of Pacoh. Thousand is a loanword from Thai language. Speakerː Sayan.,Use of conjunctive marker between atom and base.
4,sora1254-1,"Sora, Rayagada Dt., Orissa, India",sora1254,Sora,srb,Eurasia,19.1213,84.19,Austroasiatic,Sora.htm,"Mr. Luke Horo, Graduate Student, MA in Linguistics, Indian Institute of Technology, Guwahati, India, date taken from a Assam Sora Scholar Mr. Debaru Sora, December 17, 2015.",duodecimal,duodecimal,"Sora use an old duodecimal numeral system before. The system is unique in building by dozens /maiʔɡal/ 12 within scores /-kuɽi/. 99.) The origin of /kuɽi/, which is common to unrelated languages of NE India, is uncertain. An Indo-Aryan word /so/ ‘hundred’ is now used as an alternate base from 100.",
4,sora1254-2,"Sora, Rayagada Dt., Orissa, India",sora1254,Sora,srb,Eurasia,19.1213,84.19,Austroasiatic,Sora.htm,"Prof. Patricia J. Donegan and Prof. David Stampe, University of Hawaii at Manoa, Honolulu, Hawaii, USA. March 1, 2009.",duodecimal,duodecimal,"Sora use an old duodecimal numeral system before. The system is unique in building by dozens /miɟɡəl/ 12 within scores /-koɽi/ 20 as far as 399, i.e. to a score of scores less one. (Other Munda systems build by tens w/in scores to 399.) The origin of /koɽi/, which is common to unrelated languages of NE India, is uncertain. An Indo-Aryan word /sɔɑ/ ‘hundred’ is now used as an alternate base from 100. There is also a native base /-mɑɽiɲ/ ‘thousand; a measure of about one quart’. The transcription is phonemic.",
4,sora1254-3,"Sora, India",sora1254,Sora,srb,Eurasia,19.1213,84.19,Austroasiatic,Sora.htm,"Prof. Stan Starosta, University of Hawaii, USA, April 10, 1990",duodecimal,duodecimal,Sora use an old duodecimal numeral system before.,
4,sout3251-1,"Southern Kataang, Laos",sout3251,Southern Katang,sct,Eurasia,16.108419,106.473214,Austroasiatic,Kataang-Southern.htm,"Dr. Richard L. Watson, SIL International. Thailand, September 18, 2009.",decimal,decimal,Southern Kataang has a decimal numeral system similar to that of Pacoh. Thousand is a loanword from Thai language. The data are taken from Southern Kataːng Rɯəŋ dialect of Salavan. Speakerː Kampet.,
4,suoy1242-1,"Suoy, Cambodia",suoy1242,Suoy,syo,Eurasia,11.936,104.136,Austroasiatic,Suoy.htm,"Dr. Robert Headley, Summer Institute of Linguistics, September 21 2006. Data were taken from Baradat, R. 1941. Additional data provided by J.D. Crowley, October 11, 2006",NA,decimal,Suoy traditional numerals after twenty have been replaced by Khmer numerals now. The second set 1 to 20 was provided by J.D. Crowley.,
4,tail1246-1,"Tai Loi, Myanmar, Laos",tail1246,Muak,tlq,Eurasia,21.4293,100.985,Austroasiatic,Tai-Loi.htm,"Ms. Ellie Hall, SIL International, Thailand, March 29, 2013.",NA,decimal,"Tai Loi or Muak Sa-aak only retained three Mon-Khmer numerals 1 to 3. Tai Loi does seem to be used of various languages that are not mutually comprehensible, and I don't believe they are all Angkuic. The people I work with do speak an Angkuic language, and the old name for them is Muak Sa-aak. They have essentially adopted the Tai numbers, but the speakers I work with (Wan Fai village) have adopted them for all numbers: The number one I do have the word [ʔak²] as well as the Tai number; they will say, for example, [ʔic² ʔak²] for ""one person"" (or other nouns), but if it is more than one, it would be [ʔic² sɔːŋ³ kun³] ""two people. This construction is the only place I see [ʔak²]. Regarding tones, this is phonemicized data; 1=low tone, stiff voice. 2=constricted/glottalized tone. If the vowel is short, it is high, if long, it is falling. 3=falling tone, modal voice. For some villages, the diphthongs ia, ua are probably ɛ, ɔ; they do not all appear to have developed the diphthongs.",
4,tail1246-2,"Tai Loi, Myanmar, Laos",tail1246,Muak,tlq,Eurasia,21.4293,100.985,Austroasiatic,Tai-Loi.htm,"Dr. Bebbie Paulsen, Summer Institute of Linguistics, Thailand. May 23, 1993.",NA,decimal,"Tai Loi borrowed numerals after ten from Tai language. The grave accent [è] signifies a low tone, unmarked is high tone.",
4,tali1257-1,"Talieng, Laos",tali1257,Talieng,tdf,Eurasia,16.5287,106.102,Austroasiatic,Talieng.htm,"Mr. Ryan Gehrmann, Graduate Student, Linguistics Department, Payap University, Thailand, October 10, 2016..",decimal,NA,"Talieng has a decimal numeral system. Thousand is a loanword from Thai language, there are missing terms for the higher numbers after eleven.",Limited data (till 10 only)
4,tamp1251-1,"Tampuan, Cambodia",tamp1251,Tampuan,tpu,Eurasia,13.56447,107.24544,Austroasiatic,Tampuan.htm,"Mr. Andrew Carson, Summer Institute of Linguistics, September 1, 2006.",decimal,decimal,Tampuan numeral system is decimal. Thousand is a loanword from Chamic language.,
4,temi1246-1,"Temiar, Malaya Peninsula",temi1246,Temiar,tea,Eurasia,4.974,101.438,Austroasiatic,Temiar.htm,"Prof. Gerard Diffloth, University of Chicago, USA, January 18, 1983 Reference sourceː Means, Paul B, 1977. A Comparative Linguistics Study of three Malayan Aboriginal Tribes.",NA,decimal,"Temiar preserved traditional numbers 1 to 3 , they use Malay numerals after three. In Paul Means' data, the numerals 12, 20 and 100 are constructed by mixing Malay loanwords with indigenous terms, but it's uncertain if they form 11, 13, 21, 22, 23, 30, 200, 1000 and 2000 in the same way, or completely borrowed Malay terms. These numerals should be compared with updated data.",
4,temo1243-1,"Temoq, Malaya Peninsula",temo1243,Temoq,tmo,Eurasia,3.11331,102.916,Austroasiatic,Temoq.htm,"Dr. Timothy Phillips (SIL), November 17, 2009.",NA,decimal,Temoq has seven recorded traditional Mon-Khmer numbers one to seven. They use Malay numeral system now.,
4,temo1243-2,"Temoq, Malaya Peninsula",temo1243,Temoq,tmo,Eurasia,3.11331,102.916,Austroasiatic,Temoq.htm,"Prof. Gerard Diffloth, University of Chicago, USA, January 18, 1983. Data extracted from Geoffrey Benjamin, 1973.",NA,decimal,"Temoq only preserved Mon-Khmer number one, old source (Collings, 1949) had recorded numerals 4, 5, 6, 7 and 10. They use Malay numerals after two, It's uncertain if they constructed compound 11, 12, 21 and 22, and 100, 200, 1000 and 2000 by mixing Malay numerals with aboriginal terms, or completely borrowed Malay terms. The numerals after ten should be compared with updated data.",
4,tere1272-1,"Luro (Teressa), Nicobar Islands, India",tere1272,Teressa,tef,Eurasia,8.23716,93.1297,Austroasiatic,Luro-Teressa.htm,"Mr. Vysakh, PhD student and Prof. Anvita Abbi, Department of Linguistics, Jawaharlal Nehru University, New Delhi, India, May 18, 2018.",decimal,decimal,"Luro Nicobarese (formerly called Teressa) has a decimal numeral system. This language is not a tonal language and spoken in Teresssa Island, Nicobar group of Islands, India.",
4,thoo1240-1,"Tho, Vietnam",thoo1240,Tho,tou,Eurasia,19.3563,105.363,Austroasiatic,Tho.htm,"Dr. Michael Ferlus, CNRS (Centre Nationale de Recherche Scientifique), Paris, France, April 6, 1999",NA,decimal,Tho borrowed some Vietnamese numerals.,
4,todr1244-1,"Todrah (Mo'dra), Vietnam",todr1244,Todrah,tdr,Eurasia,14.5672,108.114,Austroasiatic,Todrah.htm,"Dr. Kenneth Gregerson, Summer Institute of Linguistics, November 2, 1994.",NA,decimal,Todrah numeral system is similar to Rengao numeral system.,
4,tong1308-1,"Tonga (Manriq, Mos), Thailand",tong1308,Maniq,tnz,Eurasia,6.88137,100.102,Austroasiatic,Tonga-Maniq.htm,"Miss Ewelina Wnuk, PhD student, Language and Cognition Department, Max Planck Institute for Psycholinguistics, Nijmegen, Netherlands, May 26, 2011.",NA,NA,"Maniq or Tonga / Mos only has the indigenous numerals for 1, 2 and 'many'. Number 3 is a Malay loanword. Now, the Maniq speak fluent Thai and have knowledge of the Thai system, but they do not normally use numerals other than the basic set provided. The group that I work with does not use money on everyday basis, hence they hardly ever need to use numerals of this kind. If they do, I would guess it is mostly in contact situations with the Thai and in that cases they would speak Thai only. I have never recorded indigenous use of these numbers, apart from 100 and 1000.",Limited data (till 4-5 only)
4,trie1243-1,"Trieng, Vietnam",trie1243,Trieng,stg,Eurasia,15.5002,107.515,Austroasiatic,Trieng.htm,"Mr. Ryan Gehrmann, Graduate Student, Linguistics Department, Payap University, Thailand, October 10, 2016..",decimal,NA,"Trieng has a decimal numeral system similar to that of Talieng. Thousand is a loanword from Thai language, there are missing terms for the higher numbers after eleven.",Limited data (till 10 only)
4,turi1246-1,"Turi, India",turi1246,Turi,trd,Eurasia,22.0122,84.4712,Austroasiatic,Turi.htm,"Dipali Danda, Anthropological Survey of India, Government of India, Calcutta, India, February 13, 1996.",quinary,mixed,Turi has has a five-based system. New data needed.,Quinary-Vigesimal (more data needed)
4,uppe1406-1,"Upper Ta-oih, Laos",uppe1406,Upper Ta'oih,tth,Eurasia,16.186515,107.056135,Austroasiatic,Taoih-Upper.htm,"Mr. Jonathan Schmutz, SIL International, Thailand, November 18, 2013.",decimal,decimal,Ta-oaih has a decimal numeral system similar to that of Pacoh and Lower Ta-oaih. Thousand is a loanword from Lao language.,Use of conjunctive marker between atom and base.
4,uuuu1243-1,"U, China",uuuu1243,U,uuu,Eurasia,22.6767,101.772,Austroasiatic,U.htm,"Dr. Chen Guoqing, 4 April, 1996 University of Inner Mongolia, China",NA,decimal,"The U data were taken from two dialectsː Hazai Benhua ( 哈寨本话 ) and Dazhong Benhua ( 大中本话 ), the compoud numerals and the terms two hundred and two thousand are missing.",
4,viet1252-1,"Vietnamese, Vietnam",viet1252,Vietnamese,vie,Eurasia,20.681188,105.774071,Austroasiatic,Vietnamese.htm,"Dr. Michael Ferlus, CNRS (Centre Nationale de Recherche Scientifique), Paris, France, April 6, 1999.",decimal,decimal,Vietnamese numeral system is decimal.,
4,warj1242-1,"War (Jaintia), Bangladesh, India",warj1242,War-Jaintia,aml,Eurasia,25.1154,91.6266,Austroasiatic,War-Jaintia.htm,"Prof. Gerard Diffloth, Cornell University, USA / École Française d’Extrême-Orient, Paris, France, March 4, 2007.",NA,decimal,"Amwi numerals are very different from other Khasian languages or varieties, the compound numerals and tens of this language need to check with more updated data. The above data were taken from Jaintia War dialect.",
4,warj1242-2,"War (Nongbareh), Assam, India, Bangladesh",warj1242,War-Jaintia,aml,Eurasia,25.1154,91.6266,Austroasiatic,War-Jaintia.htm,"Dr. Anne Daladier, LACITO-CNRS (Centre Nationale de Recherche Scientifique), Paris, France. October 19, 2011.",decimal,decimal,"War has a decimal system. The above data is taken from Nongbareh village War dialect of War spoken in, Nongbareh village, India. miː//ʃi (or wiː// ʧi) represents a contrastive pair. In English, 'one' has different mathematical uses which are disambiguised in Pnaric-War-Lyngngam with *mi and *ʧi. mi is mainly used as cardinal one, ʃi/ʧi is mainly used to count ‘one’ for measure units and to count ‘one’ for powers of ten. For example, in War ʃi phuːa ‘ten’, lit. ‘one-ten’, ʃi swaɁ ‘one hundred’. mi expresses cardinal ‘one’ in ‘one leave’; ʃi swaɁ mi ‘one hundred one’. ʃi/ʧi expresses one in measure units: ʃi khup ‘one breadth-of-four fingers’. ʃi/ʧi is also used as ‘one’ for units of time, e.g. the whole day, one month length. mi ‘one’ to express ‘one o’clock’ contrasts with ʃi to express ‘one hour’ as a unit of time. ʃi/ʧi may also be used for a unit whose cardinal value is not relevant or is undefined as in War ʃi dit ‘a little while’, ʃi kur ‘people from the same clan’, ʃi pero brothers and sisters from the same mother. This is a qualifying use v.s. quantifying use of previous examples. ʃi/ʧi is also used as a kind of aspectual device, as in War: ʃi pam ‘to cut in one blow’ (pam ‘to cut’). Pnar, Khasi and Lyngngam cardinals belong to a Pnaric system which slightly differs from a War one, more conservative from an AA viewpoint. Numerals expressing 1, 2, 3, 4, 5, 6, 10 have common roots but 7, 8, 9 and teens are different. In Pnar the loss of /m/ or /b/ in onset position of monosyllabic words is frequent, as in mi > wi (one), ba > wa (dependency marker). This loss is not found in lexical elements in Khasi and Lyngngam. The Khasi and Lyngngam cardinal systems are then derived from the Pnar one.",
4,warj1242-3,"War (Thangbuli Amwi), India, Bangladesh",warj1242,War-Jaintia,aml,Eurasia,25.1154,91.6266,Austroasiatic,War-Jaintia.htm,"Dr. Anne Daladier, LACITO-CNRS (Centre Nationale de Recherche Scientifique), Paris, France. October 19, 2011.",decimal,decimal,"War has a decimal system. The above data is taken from Thangbuli Amwi War dialect dialect of War, India. miː//ʃi (or wiː// ʧi) represents a contrastive pair. In English, 'one' has different mathematical uses which are disambiguised in Pnaric-War-Lyngngam with *mi and *ʧi. mi is mainly used as cardinal one, ʃi/ʧi is mainly used to count ‘one’ for measure units and to count ‘one’ for powers of ten. For example, in War ʃi phuːa ‘ten’, lit. ‘one-ten’, ʃi swaɁ ‘one hundred’. mi expresses cardinal ‘one’ in ‘one leave’; ʃi swaɁ mi ‘one hundred one’. ʃi/ʧi expresses one in measure units: ʃi khup ‘one breadth-of-four fingers’. ʃi/ʧi is also used as ‘one’ for units of time, e.g. the whole day, one month length. mi ‘one’ to express ‘one o’clock’ contrasts with ʃi to express ‘one hour’ as a unit of time. ʃi/ʧi may also be used for a unit whose cardinal value is not relevant or is undefined as in War ʃi dit ‘a little while’, ʃi kur ‘people from the same clan’, ʃi pero brothers and sisters from the same mother. This is a qualifying use v.s. quantifying use of previous examples. ʃi/ʧi is also used as a kind of aspectual device, as in War: ʃi pam ‘to cut in one blow’ (pam ‘to cut’). Pnar, Khasi and Lyngngam cardinals belong to a Pnaric system which slightly differs from a War one, more conservative from an AA viewpoint. Numerals expressing 1, 2, 3, 4, 5, 6, 10 have common roots but 7, 8, 9 and teens are different. In Pnar the loss of /m/ or /b/ in onset position of monosyllabic words is frequent, as in mi > wi (one), ba > wa (dependency marker). This loss is not found in lexical elements in Khasi and Lyngngam. The Khasi and Lyngngam cardinal systems are then derived from the Pnar one.",
